  -2.4141568437   -1.8584297536    0.8265828043
  -2.7950647486    0.9085743223   -0.2234171957
  -3.2621699940    0.0185796350   -0.2234171957
  -3.2621699940   -0.9865461550   -0.2234171957
  -0.1731921774   -0.4839832600   -2.0420705436
   0.2648632233   -0.4912650200   -1.9268845955
   0.8265243735    0.8924982706    1.9926309044
   1.3165243735    1.7412031663    1.7300406959
   0.3365243735    1.7412031663    1.7300406959
  -0.1534756265    0.8924982706    1.7300406959
   1.3510528455    2.5068309136    1.0126309044
   0.3019959016    2.5068309136    1.0126309044
  -0.5467089941    1.8902107131    1.0126309044
   1.8065243735    2.5899080620    0.0326309044
   0.8265243735    2.8524982706    0.0326309044
  -0.1534756265    2.5899080620    0.0326309044
  -0.8708854179    1.8724982706    0.0326309044
   1.3510528455    2.5068309136   -0.9473690956
   0.3019959016    2.5068309136   -0.9473690956
  -0.5467089941    1.8902107131   -0.9473690956
   1.8065243735    0.8924982706   -1.6647788870
   1.3165243735    1.7412031663   -1.6647788870
   0.3365243735    1.7412031663   -1.6647788870
   1.3165243735    0.0437933749   -1.6647788870
   0.8265243735    0.8924982706   -1.9273690956
   1.8411076040    0.8875334406    1.9829940446
   2.8285868279    0.8875334406    1.6621425951
   2.1462554658    1.8266819912    1.6621425951
   2.1462554658   -0.0516151099    1.6621425951
   3.4388825514    0.8875334406    0.8221425951
   3.0650742238    1.9145633799    0.8221425951
   2.1185583120    2.4610345964    0.8221425951
   3.0650742238   -0.1394964986    0.8221425951
   3.4388825514    0.8875334406   -0.2161545060
   3.0650742238    1.9145633799   -0.2161545060
   2.1185583120    2.4610345964   -0.2161545060
   3.0650742238   -0.1394964986   -0.2161545060
   2.8285868279    0.8875334406   -1.0561545060
   0.3636021033   -0.8201708702    2.8876063850
   1.3510813272   -0.8201708702    2.5667549356
   0.6687499651    0.1189776804    2.5667549356
  -0.4352853704   -0.2397451455    2.5667549356
  -0.4352853704   -1.4005965949    2.5667549356
   0.6687499651   -1.7593194207    2.5667549356
   1.9613770507   -0.8201708702    1.7267549356
  -0.4352853704   -2.2038845641    1.7267549356
   0.6410528113   -2.3936720259    1.7267549356
   1.5875687231   -1.8472008094    1.7267549356
   2.4089928709   -1.1730478003    0.0405210748
   1.0886686315   -2.7465489561    0.0405210748
   2.0351845433   -2.2000777396    0.0405210748
   2.4089928709   -1.1730478003   -0.9977760263
   0.0123304498   -2.5567614943   -0.9977760263
   1.0886686315   -2.7465489561   -0.9977760263
   2.0351845433   -2.2000777396   -0.9977760263
   1.7986971474   -1.1730478003   -1.8377760263
   1.1163657853   -0.2338992498   -1.8377760263
   0.0123304498   -1.7534735251   -1.8377760263
   1.1163657853   -2.1121963509   -1.8377760263
   0.8112179235   -1.1730478003   -2.1586274758
  -2.2933596212   -2.0368641652    0.7248322247
  -1.1893242858   -2.3955869910    0.7248322247
  -2.9958894753   -2.0029096570   -0.1151677753
  -2.2933596212   -2.8401521344   -0.1151677753
  -1.2170214396   -3.0299395962   -0.1151677753
  -2.9958894753   -2.0029096570   -1.1534648764
  -2.2933596212   -2.8401521344   -1.1534648764
  -1.2170214396   -3.0299395962   -1.1534648764
  -0.2705055278   -2.4834683797   -1.1534648764
  -0.5069929237   -1.4564384405   -1.9934648764
  -2.2933596212   -0.8760127158   -1.9934648764
  -2.2933596212   -2.0368641652   -1.9934648764
  -1.1893242858   -2.3955869910   -1.9934648764
  -1.4944721476   -1.4564384405   -2.3143163259
  -1.8327012977   -0.2785316799    2.3365761447
  -1.5275534360    0.6606168706    2.0157246953
  -2.6315887714    0.3018940448    2.0157246953
  -2.6315887714   -0.8589574046    2.0157246953
  -1.5275534360   -1.2176802305    2.0157246953
  -1.5552505898    1.2949694758    1.1757246953
  -2.6315887714    1.1051820140    1.1757246953
  -3.3341186254    0.2679395366    1.1757246953
  -3.3341186254   -0.8250028964    1.1757246953
  -2.6315887714   -1.6622453739    1.1757246953
  -2.6315887714    1.1051820140    0.1374275942
  -3.3341186254    0.2679395366    0.1374275942
  -3.3341186254   -0.8250028964    0.1374275942
  -1.1181863996    1.8616754761   -0.4540255455
  -2.1945245812    1.6718880143   -0.4540255455
  -2.8970544352    0.8346455368   -0.4540255455
  -1.1181863996    1.8616754761   -1.4923226466
  -2.1945245812    1.6718880143   -1.4923226466
  -2.8970544352    0.8346455368   -1.4923226466
  -2.8970544352   -0.2582968962   -1.4923226466
  -0.4081578837    0.2881743203   -2.3323226466
  -1.0904892458    1.2273228709   -2.3323226466
  -2.1945245812    0.8686000451   -2.3323226466
  -2.1945245812   -0.2922514044   -2.3323226466
  -1.0904892458   -0.6509742302   -2.3323226466
  -1.3956371075    0.2881743203   -2.6531740960
  -1.4902311078   -2.3412798167    1.2729583288
  -1.7438526644    1.7971793815    0.3106330458
  -3.3313034510   -1.4991961430    0.3106330458
  -3.3313034510    0.5312296230   -0.7574674372
  -3.5630191667   -0.4839832600   -0.7574674372
  -3.0235805310   -1.0126249782   -1.7197927201
  -0.1818712035   -0.4839832600   -2.3857424786
